#,项目,跟踪,父任务,状态,优先级,主题,作者,指派给,更新于,类别,目标版本,开始日期,计划完成日期,预期时间,耗时,% 完成,创建于,结束日期,相关的问题,Bug类型,Bug严重程度,Bug引入阶段,Bug发现阶段,私有,描述
6342,四川后台管理系统4.0优化,Bug,,待验证,中,积分兑换：积分兑换成功后需添加提示页,夏 志远,沈 玮,2015/11/30 15:21,epg,,2015/11/20,,,0,0,2015/11/20 15:08,2015/11/20 15:49,,,,,,FALSE,
6335,四川后台管理系统4.0优化,Bug,,已关闭,中,dcms--展示栏目发布之后操作栏仍有“发布”按钮,谢 佳作,张 晓波,2015/11/30 10:08,DCMS 4.0,,2015/11/19,,,0,0,2015/11/19 14:07,2015/11/25 10:47,,,,,,FALSE,
6333,四川后台管理系统4.0优化,Feature,,已关闭,高,DCMS-内容编排,张 岚,张 晓波,2015/12/8 16:42,DCMS 4.0,,2015/11/19,,,0,100,2015/11/19 11:45,2015/11/25 10:46,,,,,,FALSE,"问题描述：修改单剧集、多剧集内容信息的时候，其默认分类变为“凤凰”，订购时会弹出凤凰订购页面；
需求描述：修改内容信息时，原内容属于什么分类则默认为什么分类，如为空，也应默认为空，不进行更改；"
6332,四川后台管理系统4.0优化,Feature,,已关闭,高,DCMS-内容编排,张 岚,张 晓波,2015/12/8 16:45,DCMS 4.0,,2015/11/19,,,0,100,2015/11/19 11:43,2015/11/25 13:36,,,,,,FALSE,"问题描述：修改单剧集、多剧集元数据，修改显示标记会变为“透明标题”时，在电影栏目中会调用“免费”角标，应不调用此“免费”角标
需求描述：如电影中未定义“透明标题”显示模式，则对此显示模式不做任何响应，默认为“请选择”，不应调用“免费”角标；"
6331,四川后台管理系统4.0优化,Feature,,已关闭,高,DCMS4.0后台--内容管理,张 岚,张 晓波,2015/12/8 16:46,DCMS 4.0,,2015/11/19,,,0,100,2015/11/19 11:39,2015/11/25 10:59,,,,,,FALSE,"问题描述：修改单剧集、多剧集内容信息的时候，若上平台下发内容标题有空格，无法保存修改的信息，提示“名称不能包含特殊符号，请重新输入”
优化需求：允许标题内容带有空格等常用的标题特殊符号，能进行信息修改并保存。"
6284,四川后台管理系统4.0优化,Bug,,已关闭,中,单剧集和多剧集元数据的影片评分字段不能保存小数，期望结果：保留一位小数,王 凯娜,张 晓波,2015/12/3 11:42,DCMS 4.0,2.1,2015/11/13,,,0,100,2015/11/13 14:27,2015/12/3 11:35,,,,,,FALSE,
6261,四川后台管理系统4.0优化,Bug,,待验证,中,积分兑换：兑换码输入错误提示，当兑换码为8位时和兑换码不是8位时提示语的逗号格式不一致,夏 志远,沈 玮,2015/11/30 15:22,epg,,2015/11/12,,,0,0,2015/11/12 11:28,2015/11/20 15:49,,,,,,FALSE,"!兑换码不是8位.png!
!兑换码是8位.png!"
6259,四川后台管理系统4.0优化,Bug,,待验证,高,积分兑换：兑换成功后未从提示页进入播放，而是返回了订购页，再次进入还是进订购页（数据库中有订购记录）,夏 志远,沈 玮,2015/11/30 15:20,epg,,2015/11/12,,,0,0,2015/11/12 11:18,2015/11/20 15:53,,,,,,FALSE,
6241,四川后台管理系统4.0优化,Bug,,已关闭,中,epg--华为平台播放记录进入单片播放无法退出,谢 佳作,罗 华华,2016/1/14 10:31,epg,,2015/11/10,,,0,0,2015/11/10 17:15,2015/11/11 16:00,,功能类,致命,,,FALSE,"华为平台
从订购记录选择一部单片进行播放，播放中选择退出确定，无法退出，节目又重新开始加载播放（抓包见附件）
期望：
播放中选择退出确认，正常退出并返回到订购页面。"
6232,四川后台管理系统4.0优化,Bug,,已关闭,中,4.0epg日志--aaa日志中封套订购记录字段修改,谢 佳作,沈 玮,2015/11/30 10:09,epg,,2015/11/9,,,0,0,2015/11/9 16:39,2015/11/11 14:28,,,,,,FALSE,"电信活动订购鉴权日志中部分字段为null，导致日志无法导入川台分析系统。
2015-11-08 12:06:46|CD0283349232397@ITV|0EB5A45E6B71314FCC744FA8107C3231|HW|order|null|200010090006|0|20000001000000110000000000000165|null|熊猫高清影视单月包|null||null|null|0|
1.第6列内容id置为空
2.第10列价格null修改为产品价格（按分计算）
3.第11列内容名称null修改为【电信订购活动】
4.第13列栏目code置为空，第14列修改为看吧号biz_73049933"
6229,四川后台管理系统4.0优化,Bug,,待验证,中,华为盒子，在订购确认页，遥控器按返回，仍在订购确认页，且无法操作，再按按返回，返回至详情页,夏 志远,沈 玮,2015/11/11 9:27,epg,,2015/11/9,,,0,0,2015/11/9 14:36,2015/11/9 15:11,,,,,,FALSE,
6227,四川后台管理系统4.0优化,Bug,,待验证,中,积分兑换：兑换码兑换成功后有成功提示页，实际：没有成功提示页,夏 志远,沈 玮,2015/11/30 15:22,epg,,2015/11/9,,,0,0,2015/11/9 13:36,2015/11/9 14:25,,,,,,FALSE,
6194,四川后台管理系统4.0优化,Bug,,待验证,中,积分兑换：订购页，单片订购资费处修改为“XX元或XXX积分”，字体为黑体，20号,夏 志远,沈 玮,2015/11/9 10:51,epg,,2015/11/6,,,0,0,2015/11/6 10:23,2015/11/6 16:18,,,,,,FALSE,
6185,四川后台管理系统4.0优化,Bug,,已关闭,中,4K盒子高清电影-电影简介和电影播放页,匿名用户,施 涛,2016/4/28 16:46,epg,,2015/11/5,,,0,100,2015/11/5 21:09,2016/4/28 16:46,,功能类,致命,,,FALSE,"问题：部分电影简介丢失文字如‘变形金刚’，简介过长未做限制字数，然后在电影播放里面，呼出电影简介，文字过长导致显示不完整
需求：把电影介绍做字数限制，使在屏幕上显示完整"
6184,四川后台管理系统4.0优化,Bug,,已关闭,中,4k高清电影-电影详情页-您可能会喜欢,匿名用户,施 涛,2016/1/14 11:37,epg,,2015/11/5,,,0,0,2015/11/5 21:05,2015/11/9 14:11,,功能类,致命,,,FALSE,"问题：文字底部被推荐电影遮挡
需求：调整中兴-中兴平台、海信-华为/中心平台文字位子，使显示完整
"
6183,四川后台管理系统4.0优化,Bug,,处理中,中,4K高清频道-回看分类逻辑不对,匿名用户,罗 华华,2015/12/9 15:06,epg,,2015/11/5,,,0,0,2015/11/5 21:03,2015/12/9 15:06,,,,,,FALSE,"问题：最右侧“上/下一页”，当有3页时，遥控器按‘下一页’按键跳到2页，在按‘上一页’按键，屏幕中选中框还在‘下一页’上
需求：遥控器上按‘上/下一页’时，屏幕上选中框对应跳转‘上\下一页’"
6182,四川后台管理系统4.0优化,Bug,,已关闭,中,4K盒子新闻、高清剧集、电影”下一页“”上一页“,匿名用户,沈 玮,2015/11/10 11:00,epg,,2015/11/5,,,0,0,2015/11/5 21:00,2015/11/9 14:14,,,,,,FALSE,"问题：选中框大小不合理，海信、中兴、华为选中框大，兆能选中框偏小
需求：调整合理的尺寸大小
"
6181,四川后台管理系统4.0优化,Bug,,已关闭,中,4k兆能盒子-界面过小,匿名用户,罗 华华,2015/11/11 17:37,epg,,2015/11/5,,,0,0,2015/11/5 20:56,2015/11/11 17:37,,,,,,FALSE,"问题：进入封套、看吧等在显示屏上界面过小，黑边过大
需求：调整合理的大小，平铺整个显示屏
"
6180,四川后台管理系统4.0优化,Bug,,已关闭,中,4K大部分盒子导航栏换个分类后的光标选中框,匿名用户,沈 玮,2015/12/4 9:26,epg,,2015/11/5,,,0,0,2015/11/5 20:54,2015/12/4 9:26,,,,,,FALSE,"问题：大部分盒子中看吧里面，导航栏换个分类后移动光标选中框大小不一致
需求：统一光标选中框大小
"
6179,四川后台管理系统4.0优化,Bug,,已关闭,中,4k中兴盒子-华为平台-首页按键,匿名用户,罗 华华,2015/11/10 16:07,,,2015/11/5,,,0,0,2015/11/5 20:52,2015/11/10 16:03,,,,,,FALSE,"问题：首页按键没有正常跳转到首页
需求：遥控器首页按键正常相应
"
6176,四川后台管理系统4.0优化,Bug,,反馈协商,中,中兴机顶盒，积分兑换：兑换码输入页，焦点在输入框时遥控器按返回，删除一个数字的同时返回到了详情页，预期：只删除数字，不返回,夏 志远,沈 玮,2015/11/6 16:18,epg,,2015/11/5,,,0,0,2015/11/5 17:19,2015/11/6 16:18,,,,,,FALSE,
6175,四川后台管理系统4.0优化,Bug,,待验证,中,积分兑换：单片订购确认订购页，遥控器按返回键，返回到了详情页，预期：返回逻辑与点击取消一致，返回到订购页,夏 志远,沈 玮,2015/11/9 10:54,epg,,2015/11/5,,,0,0,2015/11/5 16:59,2015/11/6 16:13,,,,,,FALSE,
6174,四川后台管理系统4.0优化,Bug,,待验证,中,积分兑换：兑换码输入页，若输入的内容未清除，按返回后再进入兑换码输入页，上次输入的内容仍在，预期：再次进入后上次输入内容清空,夏 志远,沈 玮,2015/11/30 15:22,epg,,2015/11/5,,,0,0,2015/11/5 16:54,2015/11/25 10:24,,,,,,FALSE,
6172,四川后台管理系统4.0优化,Bug,,待验证,中,"积分兑换：输入不存在或已兑换过的8位兑换码时，提示信息都为“温馨提示：兑换码已被使用,请确认后再试”，预期：输入不存在的8位兑换码，应提示‘温馨提示：兑换码输入错误，请确认后再试’",夏 志远,沈 玮,2015/12/23 14:42,epg,,2015/11/5,,,0,0,2015/11/5 16:51,2015/11/6 15:22,,,,,,FALSE,
6171,四川后台管理系统4.0优化,Bug,,待验证,中,积分兑换：输入兑换码位数小于8位或大于8位时，提示信息应为“温馨提示：兑换码输入错误，请确认后再试”，实际为“温馨提示：请输入正确的观影卡密码”,夏 志远,沈 玮,2015/11/9 10:56,epg,,2015/11/5,,,0,0,2015/11/5 13:53,2015/11/6 15:22,,,,,,FALSE,
6145,四川后台管理系统4.0优化,Bug,,待验证,中,4k专区，电影详情页，非4k盒子点击预告片播放，弹出提示框，点击关闭，焦点在开始播放上，预期：焦点在预告片播放上,夏 志远,罗 华华,2015/11/30 15:23,epg,,2015/11/4,,,0,100,2015/11/4 10:08,2015/11/5 9:06,,,,,,FALSE,
6141,四川后台管理系统4.0优化,Bug,,待验证,中,4k专区，电影详情页，点击开始播放/预告片播放，进入播放页后，按返回，回到详情页，焦点在免费体验上，预期：从哪进播放，焦点在哪个按钮上,夏 志远,罗 华华,2015/11/11 9:28,epg,,2015/11/4,,,0,100,2015/11/4 10:02,2015/11/5 9:07,,,,,,FALSE,
6126,四川后台管理系统4.0优化,Bug,,已关闭,中,节目单采集处理方式保持不变 依旧是全删全增，同时epg编排表新增相关频道信息的字段,夏 志远,张 晓波,2015/12/8 16:50,DCMS 4.0,2.1,2015/11/3,,,0,0,2015/11/3 10:28,2015/11/4 11:18,,,,,,FALSE,
6104,四川后台管理系统4.0优化,Bug,,已关闭,中,dcms--市州组织角色的栏目管理权限,谢 佳作,张 晓波,2015/12/7 17:12,DCMS 4.0,,2015/10/30,,,0,100,2015/10/30 16:26,2015/10/30 16:28,,,,,,FALSE,市州组织下的操作员在栏目管理中，只能看到与自己组织有关的栏目
6092,四川后台管理系统4.0优化,Bug,,已关闭,中,内容编排：添加外部链接时，显示标题错误，显示的是外部链接的编码。期望结果：显示外部链接的名称,王 凯娜,张 晓波,2015/12/8 16:47,DCMS 4.0,2.1,2015/10/29,,,0,0,2015/10/29 17:07,2015/10/29 17:07,,,,,,FALSE,
6068,四川后台管理系统4.0优化,Feature,,已关闭,中,展示管理-推荐位：当关联类型为apk应用时，关联对象为手动填写apk包名,王 凯娜,张 晓波,2015/12/8 17:02,DCMS 4.0,2.1,2015/10/29,,,0,100,2015/10/29 10:27,2015/10/29 14:42,,,,,,FALSE,
6065,四川后台管理系统4.0优化,Bug,,已关闭,中,点击展示栏目的所在编排按钮，页面报500错误,王 凯娜,张 晓波,2015/12/7 17:13,DCMS 4.0,2.1,2015/10/28,,,0,0,2015/10/28 16:36,2015/10/29 14:01,,,,,,FALSE,!展示栏目-所在编排.png!
6047,四川后台管理系统4.0优化,Bug,,待验证,高,凤凰订购页-通用功能区返回逻辑不对,匿名用户,施 涛,2015/11/2 9:28,epg,,2015/10/28,2015/10/30,,0,0,2015/10/28 11:42,2015/10/28 17:30,,,,,,FALSE,"问题：在凤凰订购页面，从通用功能区进入相应界面（搜索，收藏，订购记录），返回后默认光标不对
需求：返回后光标默认在凤凰订购页面对应的操作位子"
6038,四川后台管理系统4.0优化,Bug,,处理中,高,4K盒子-电视频道-回看页面,匿名用户,罗 华华,2015/12/9 15:06,,,2015/10/27,,,0,0,2015/10/27 15:55,2015/12/9 15:06,,,,,,FALSE,"问题：进入回看页面，先选择倒数的节目，再按遥控器的‘下页键’，跳到倒数没有节目的页面，此时选中框默认在空白处，按确认键还可以进入播放界面
需求：当跳转到节目置灰或没有节目，选中框的位置应该跳到右侧“下一页”位置
"
6035,四川后台管理系统4.0优化,Bug,,待验证,高,4K盒子-华为平台-切换频道分类再切换频道会报错,匿名用户,施 涛,2015/10/30 15:31,,,2015/10/27,,,0,0,2015/10/27 14:35,2015/10/27 17:26,,,,,,FALSE,"问题：进入电视频道，1选择分类央视，2按返回键回到高清，3选择浙江卫视，再按返回，4再选择江苏卫视，再返回，然后会重复3、4步骤会报错，海信报404，中兴的弹出代码页面
需求：切换频道分类后频道切换能正常"
6024,四川后台管理系统4.0优化,Bug,,打回,中,创维4K盒子，频道改版，频道列表页，若在未编排频道的频道分类下按右键，则回到有频道的频道分类后光标无法右移,夏 志远,施 涛,2015/11/30 15:46,epg,,2015/10/27,,,0,0,2015/10/27 10:18,2015/11/30 15:37,,,,,,FALSE,
6022,四川后台管理系统4.0优化,Bug,,待验证,中,创维4K盒子，频道改版，点击直播详情页右侧预告节目单，弹出的提示框被视屏窗遮盖，且焦点无法聚焦到提示框的返回上，在原页面移动,夏 志远,施 涛,2015/11/30 15:46,epg,,2015/10/26,,,0,0,2015/10/26 16:58,2015/11/30 15:37,,,,,,FALSE,
6021,四川后台管理系统4.0优化,Bug,,待验证,中,创维4K盒子，频道改版，点击直播/回看详情页下方的推荐内容，进入页面后，小视屏窗仍然存在,夏 志远,施 涛,2015/10/30 15:08,epg,,2015/10/26,,,0,0,2015/10/26 16:56,2015/10/27 10:51,,,,,,FALSE,
6020,四川后台管理系统4.0优化,Bug,,待验证,中,创维4K盒子，频道改版，右上角时间偏下，不与左侧文字对齐,夏 志远,施 涛,2015/11/30 15:46,epg,,2015/10/26,,,0,0,2015/10/26 16:54,2015/11/30 15:37,,,,,,FALSE,
6019,四川后台管理系统4.0优化,Bug,,待验证,中,创维4K盒子，频道改版，直播大厅/回看+页面，光标在导航上时左侧切边,夏 志远,施 涛,2015/12/23 14:44,epg,,2015/10/26,,,0,0,2015/10/26 16:50,2015/11/30 15:37,,,,,,FALSE,
6018,四川后台管理系统4.0优化,Bug,,待验证,中,创维4K盒子，频道改版，首页点击频道，进入全屏播放，但不自动弹出频道分类及频道列表栏，预期：自动弹出频道分类及频道列表栏,夏 志远,施 涛,2015/11/30 15:49,epg,,2015/10/26,,,0,0,2015/10/26 16:49,2015/11/30 15:38,,,,,,FALSE,
6017,四川后台管理系统4.0优化,Bug,,待验证,中,创维4k盒子，频道改版，首页及直播大厅，点击预告节目单，弹出提示框，但光标无法聚焦到提示框内返回上，仍在原页面移动,夏 志远,施 涛,2015/12/3 14:59,epg,,2015/10/26,,,0,0,2015/10/26 16:47,2015/11/30 15:35,,,,,,FALSE,
6016,四川后台管理系统4.0优化,Bug,,待验证,中,创维4k盒子，频道改版，光标聚焦在有突出显示的推荐内容上时，光标不随之变大，缩在图片内,夏 志远,施 涛,2015/12/3 15:00,epg,,2015/10/26,,,0,0,2015/10/26 16:45,2015/11/30 15:36,,,,,,FALSE,
6007,四川后台管理系统4.0优化,Feature,,已关闭,高,电信第四季度活动,张 岚,沈 玮,2015/12/23 15:24,epg,,2015/10/23,,,0,100,2015/10/23 14:27,2015/12/23 15:24,,,,,,FALSE,"第一部分为更改熊猫产品当前的订购逻辑，在完成包时段产品订购后弹出活动提示框，用户可选择跳转到活动页面或不做任何选择继续等待视频开始播放。
第二部分为从电信活动页面订购入口跳转到熊猫产品订购确认页面，完成订购流程并按照跳转要求进行页面跳转；"
6004,四川后台管理系统4.0优化,Bug,,已关闭,高,采集-取消节目单全增全删,匿名用户,张 晓波,2015/12/23 15:00,,,2015/10/23,,,0,100,2015/10/23 13:58,2015/11/4 11:18,,,,,,FALSE,取消节目单全增全删
6003,四川后台管理系统4.0优化,Bug,,待验证,高,频道改版-回看、直播、首页详情页下方推荐位图片,匿名用户,施 涛,2015/10/30 15:08,epg,,2015/10/23,2015/10/27,,0,0,2015/10/23 13:54,2015/10/23 14:19,,,,,,FALSE,"问题：现在3个详情页下方推荐位取的图是编排的图
需求：需要改为调取内容图"
6002,四川后台管理系统4.0优化,Feature,,已关闭,高, 大首页—首页,张 岚,罗 华华,2016/1/14 12:24,epg,,2015/10/23,,,0,0,2015/10/23 13:48,2015/10/26 9:43,,,,,,FALSE,"目前：当用户从其他产品点击进入大首页产品时，默认焦点在左侧第一个推荐位上
需求：大首页、综艺、凤凰首页页面默认焦点从目前的第一个导航移动到左侧第一个推荐位上"
5987,四川后台管理系统4.0优化,Bug,,已关闭,高,epg--联创封套跳转订购页添加童锁校验,谢 佳作,沈 玮,2015/11/30 10:10,,,2015/10/22,2015/10/23,,0,0,2015/10/22 12:14,2015/10/28 9:25,,,,,,FALSE,
5983,四川后台管理系统4.0优化,Bug,,待验证,高,频道改版-首页图片推荐位,匿名用户,施 涛,2015/10/30 15:09,epg,,2015/10/22,,,0,0,2015/10/22 10:56,2015/10/23 10:51,,,,,,FALSE,"问题：首页图片推荐位，编排图片下部被标题遮挡
需求：首页的图片推荐位，编辑的图片和标题要分开显示
"
5967,四川后台管理系统4.0优化,Bug,,已关闭,中,epg--凤凰&大首页模板首页页面位置调整,谢 佳作,罗 华华,2015/11/11 9:28,epg,,2015/10/21,,,0,0,2015/10/21 16:47,2015/11/2 11:38,,,,,,FALSE,"凤凰和大首页模板
1.底部新增时间显示，年月日需与时间分钟底部对齐（见附件图描述）
2.时间日期整体上移，与跑马灯文字显示对齐"
5962,四川后台管理系统4.0优化,Bug,,已关闭,中,epg--海信4k机顶盒订购页光标问题,谢 佳作,沈 玮,2016/1/14 12:29,epg,,2015/10/21,,,0,0,2015/10/21 14:28,2015/12/7 11:05,,功能类,致命,,,FALSE,"在订购页，切换页面之后，光标总停留在上一个页面的选中位置
重现步骤
1.从订购页，选择单片订购，再进入单片确认订购页
现象：
光标显示在上一页的选中位置（见附件图所示）
期望：
切换页面后，光标停留在当前页默认光标上（如确认订购页，应停留在取消上）"
5949,四川后台管理系统4.0优化,Bug,,待升级,高,频道改版-直播详情页右侧,匿名用户,施 涛,2015/10/22 12:13,epg,,2015/10/20,,,0,0,2015/10/20 16:41,2015/10/21 11:16,,,,,,FALSE,"问题：直播详情页右侧的节目单显示的是日期
需求：直播详情页右侧的节目单需要改为显示时间"
5947,四川后台管理系统4.0优化,Bug,,待升级,高,频道改版-回看详情页,匿名用户,施 涛,2015/10/22 12:16,epg,,2015/10/20,,,0,0,2015/10/20 16:22,2015/10/21 11:05,,,,,,FALSE,"问题：回看详情页右侧自动获取节目单时取到了过期的节目
需求：回看详情页右侧自动获取当前节目单72小时之内的节目"
5945,四川后台管理系统4.0优化,Feature,,已关闭,高,熊猫高清、剧集的包月订购页面,张 岚,施 涛,2015/12/9 13:29,epg,,2015/10/20,,,0,0,2015/10/20 15:36,2015/11/30 15:36,,,,,,FALSE,"现网熊猫高清、剧集的包月订购页面将现有的三个按钮改为两个。
现有为“确认且订当月”“确认且下月续订”“取消”  改为“确认”和“取消”。
"
5935,四川后台管理系统4.0优化,Bug,,待验证,中,频道改版--回看栏目下只保留前72小时的节目单,谢 佳作,施 涛,2015/10/30 15:09,epg,,2015/10/20,,,0,0,2015/10/20 11:00,2015/10/21 11:05,,,,,,FALSE,"现象：2015年10月20日，进入回看栏目下，仍有10月14日的回看节目单显示。
期望：只保留当前时间前72小时的节目单，过期节目单不在页面上显示。"
5920,四川后台管理系统4.0优化,Bug,,待验证,中,"epg-新闻,电影,直播,剧集首页导航栏限制显示11个栏目",谢 佳作,罗 华华,2015/10/30 15:09,epg,,2015/10/16,,,0,0,2015/10/16 17:27,2015/10/19 9:09,,,,,,FALSE,现在为限制显示12个
5919,四川后台管理系统4.0优化,Bug,,已关闭,中,频道改版--后台 ,张 岚,张 晓波,2015/12/7 17:14,DCMS 4.0,,2015/10/16,,,0,100,2015/10/16 17:02,2015/10/21 15:11,,,,,,FALSE,需求：回看详情页 节目单的时间 需改为开始时间和结束时间。
5918,四川后台管理系统4.0优化,Feature,,已关闭,中,频道改版-后台所属频道,张 岚,张 晓波,2015/12/7 17:15,DCMS 4.0,,2015/10/16,,,0,100,2015/10/16 17:00,2015/10/21 15:47,,,,,,FALSE,需求：后台编排所属频道时，可用频道字母的简写。如浙江卫视：ZJ
5917,四川后台管理系统4.0优化,Bug,,已关闭,高,大首页、综艺、凤凰——首页、列表页,匿名用户,罗 华华,2016/1/14 12:28,,,2015/10/16,,,0,0,2015/10/16 16:35,2015/10/20 13:41,,功能类,致命,,,FALSE,"问题：搜索、收藏、订购记录3个入口返回后的焦点不一致，选着需求统一。
需求:页面右上角的搜索、收藏、订购记录入口进入后返回默认焦点就在进入的入口上，例如从收藏进入，返回后焦点就在收藏上。"
5916,四川后台管理系统4.0优化,Bug,,待验证,高,大首页-首页,匿名用户,罗 华华,2015/10/30 15:10,,,2015/10/16,,,0,0,2015/10/16 16:26,2015/10/20 18:26,,,,,,FALSE,"问题：用户从大首页进入综艺返回焦点在综艺上（正常），但是其他导航进入后返回焦点就不是进入时焦点。
需求：当用户从其他产品返回大首页产品时，默认焦点应该在上次点击过的导航上。"
5915,四川后台管理系统4.0优化,Bug,,已关闭,高,大首页-首页,匿名用户,罗 华华,2015/11/2 17:16,,,2015/10/16,,,0,0,2015/10/16 16:18,2015/10/21 9:48,,,,,,FALSE,"问题：华为4K盒子和创维4K盒子上，此模式下进入默认焦点在上一次点击的导航上。
需求：当用户从其他产品点击进入大首页时，默认焦点在左侧第一个推荐位上（大首页、综艺、凤凰首页页面默认焦点从目前的第一个导航移动到左侧第一个推荐位上）"
5907,四川后台管理系统4.0优化,Bug,,反馈协商,中,epg--模板包更换jsp文件后缓存时间太长,谢 佳作,沈 玮,2016/4/5 13:50,epg,,2015/10/16,,,0,0,2015/10/16 14:39,2016/4/5 13:50,,功能类,致命,,,FALSE,"1、10月15日下午5点左右，更新升级了凤凰模板包文件，fh_index.jsp、fh_list.jsp、fh_list_detail.jsp。
2、10月16日上午9点，客户反映未看到升级效果
3、清理epg应用work后，达到升级效果
期望效果：
替换jsp之后，不用清理work就能完成更新升级"
5906,四川后台管理系统4.0优化,Bug,,已关闭,中,封套订购跳转，在订购确认页点击“确认下月自动为您续订”或“"确认仅订购当月”，数据库中已记录订购信息，但页面仍在订购确认页，需再次点击才能返回至电影首页,夏 志远,罗 华华,2015/10/21 11:55,epg,,2015/10/16,,,0,0,2015/10/16 14:32,2015/10/16 15:50,,,,,,FALSE,
5905,四川后台管理系统4.0优化,Bug,,已关闭,中,封套订购跳转，在订购确认页及重复订购提示页，遥控器按返回，返回到了上一页，预期：遥控器按返回，与点击取消相同，都返回至电影首页,夏 志远,罗 华华,2015/10/21 11:56,epg,,2015/10/16,,,0,0,2015/10/16 14:29,2015/10/16 15:52,,,,,,FALSE,
5898,四川后台管理系统4.0优化,Bug,,已关闭,高,大首页、综艺、凤凰--首页,张 岚,罗 华华,2016/1/14 12:29,,,2015/10/15,,,0,0,2015/10/15 17:35,2015/10/16 18:23,,功能类,致命,,,FALSE,"需求：在页面底部增加“跑马灯”和“时间”显示；
"
5877,四川后台管理系统4.0优化,Bug,,已关闭,中,dcms--展示栏目和模板包之间 不按组织过滤,谢 佳作,张 晓波,2015/12/7 17:17,DCMS 4.0,,2015/10/14,,,0,100,2015/10/14 17:50,2015/10/14 17:58,,,,,,FALSE,
5863,四川后台管理系统4.0优化,Bug,,待升级,高,频道改版-直播详情页,匿名用户,施 涛,2015/10/22 12:12,epg,,2015/10/14,2015/10/21,,0,0,2015/10/14 15:20,2015/10/16 17:59,,,,,,FALSE,"问题：在直播详情页中右侧不是当前播放的节目菜单。
需求：直播详情页中右侧改为当前播放的节目菜单。"
5862,四川后台管理系统4.0优化,Bug,,待升级,高,频道改版-节目详情页视屏框进入全屏,匿名用户,施 涛,2015/10/22 12:12,epg,,2015/10/14,2015/10/21,,0,0,2015/10/14 15:19,2015/10/20 10:52,,,,,,FALSE,"问题：从节目详情页视屏框进入全屏播放后，会自动显示悬浮弹窗。
需求：从节目详情页视屏框进入全屏播放后，取消自动显示悬浮弹窗，只有按确定键后才会显示悬浮弹窗。"
5861,四川后台管理系统4.0优化,Bug,,待升级,高,频道改版-回看节目详情页,匿名用户,施 涛,2015/10/20 11:29,epg,,2015/10/14,2015/10/21,,0,0,2015/10/14 15:17,2015/10/16 17:59,,,,,,FALSE,"问题：回看节目详情页右方7个推荐位可翻页。
需求：回看节目详情页右测为7个固定的推荐位，无需翻页。"
5860,四川后台管理系统4.0优化,Bug,,已关闭,高,频道改版-悬浮菜单频道列表,匿名用户,施 涛,2015/10/14 17:43,epg,,2015/10/14,2015/10/21,,0,0,2015/10/14 15:16,2015/10/14 17:43,,,,,,FALSE,"问题：悬浮菜单中选择频道，部分频道无法播放。
需求：选中频道按确定键播放该频道。"
5859,四川后台管理系统4.0优化,Bug,,待升级,高,频道改版-播放页面光标向上翻页,匿名用户,施 涛,2015/10/20 11:25,epg,,2015/10/14,2015/10/21,,0,0,2015/10/14 15:15,2015/10/16 17:58,,,,,,FALSE,"问题：在播放页面中，光标选择频道/节目单向上翻页，翻页后选中的是上一页的第一个。
需求：在播放页面中，光标选择频道/节目单向上翻页，翻页后应该是选择上一页的最后一个。"
5857,四川后台管理系统4.0优化,Bug,,待升级,高,频道改版-二级悬浮弹窗当前频道默认色框,匿名用户,施 涛,2015/10/21 11:32,epg,,2015/10/14,2015/10/21,,0,0,2015/10/14 15:14,2015/10/19 8:59,,,,,,FALSE,"问题：在播放页面选择频道，移动频道的时候，二级悬浮弹窗没有当前频道的默认灰色框。
需求：在播放页面选择频道，移动频道的时候，二级悬浮弹窗需要显示当前频道的灰色框。"
5856,四川后台管理系统4.0优化,Bug,,待升级,高,频道改版-二级悬浮弹窗右侧三角框,匿名用户,施 涛,2015/10/20 11:19,epg,,2015/10/14,2015/10/21,,0,0,2015/10/14 15:12,2015/10/16 17:57,,,,,,FALSE,"问题：二级悬浮弹窗右侧直接显示所有的三角框。
需求：二级悬浮弹窗右侧三角框只有用户在选择该频道的时候才显示。"
5855,四川后台管理系统4.0优化,Bug,,待升级,高,频道改版-二级悬浮弹窗余留空白,匿名用户,施 涛,2015/10/22 11:40,epg,,2015/10/14,2015/10/21,,0,0,2015/10/14 15:11,2015/10/16 17:57,,,,,,FALSE,"问题：频道列表及回看节目单列表二级悬浮弹窗上下留白不均衡，上部留白过小，下部留白过大。
需求：按需求文档中标注的尺寸修改。"
5853,四川后台管理系统4.0优化,Bug,,待升级,高,频道改版-悬浮弹窗默认选中项,匿名用户,施 涛,2015/10/20 11:16,epg,,2015/10/14,2015/10/21,,0,0,2015/10/14 15:10,2015/10/16 17:51,,,,,,FALSE,"问题：在播放页面，悬浮弹窗的频道类型上下选择，会自动跳转到二级悬浮弹窗。
需求：在播放页面，悬浮弹窗的频道类型上下选择，应保持在当前选择的类型，其余地方的导航切换同理。"
5851,四川后台管理系统4.0优化,Bug,,待升级,高,频道改版-首页左侧导航光标,匿名用户,施 涛,2015/10/22 11:38,epg,,2015/10/14,2015/10/21,,0,0,2015/10/14 15:08,2015/10/21 11:46,,,,,,FALSE,"问题：在首页左侧导航上移动光标到右侧5个推荐位，是按照最近跳转的原则。
需求：在首页左侧导航上移动光标到右侧5个推荐位，默认落在右侧5个推荐位的第一个。
"
